study_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	experiment_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	sample_alias	sample_title
PRJEB5348	ERR459060	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1478624	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:402-183	80320750	11e115d8ee49ee6882f845e833dd75d2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459060/ERR459060.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459060/120903_0219_D0PT7ACXX_1_SA-PE-064.sanfastq.gz	wt_sample190	great RNA experiment data
PRJEB5348	ERR459061	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1464479	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:403-184	79446604	296aeff7f1c9175a17a7ec6e32a060a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459061/ERR459061.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459061/120903_0219_D0PT7ACXX_2_SA-PE-064.sanfastq.gz	wt_sample191	great RNA experiment data
PRJEB5348	ERR459062	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1458427	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:403-185	79340654	6ea9b7b9dc9f2549e7aae007bf3e2c0a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459062/ERR459062.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459062/120903_0219_D0PT7ACXX_3_SA-PE-064.sanfastq.gz	wt_sample192	great RNA experiment data
PRJEB5348	ERR459063	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1328133	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:403-186	71982455	d790cfb778dde2e0dc99ed91c832a73a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459063/ERR459063.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459063/120903_0219_D0PT7ACXX_4_SA-PE-064.sanfastq.gz	wt_sample193	great RNA experiment data
PRJEB5348	ERR459064	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1148993	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:403-187	62644538	8f24ed87908d3e2c7864715b1d2b5d28	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459064/ERR459064.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459064/120903_0219_D0PT7ACXX_5_SA-PE-064.sanfastq.gz	wt_sample194	great RNA experiment data
PRJEB5348	ERR459065	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1151726	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:403-188	62830295	3efb276a4b0feec6b97555f898f6aa2c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459065/ERR459065.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459065/120903_0219_D0PT7ACXX_6_SA-PE-064.sanfastq.gz	wt_sample195	great RNA experiment data
PRJEB5348	ERR459066	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1484361	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:403-189	80490166	4ee330a569637cd824a841f02eb86027	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459066/ERR459066.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459066/120903_0219_D0PT7ACXX_7_SA-PE-064.sanfastq.gz	wt_sample196	great RNA experiment data
PRJEB5348	ERR459067	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1501188	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:403-190	81445652	0339722d0cdb53ca2a887c58a6683885	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459067/ERR459067.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459067/120903_0219_D0PT7ACXX_1_SA-PE-068.sanfastq.gz	wt_sample197	great RNA experiment data
PRJEB5348	ERR459068	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1488936	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:403-191	80644675	823f990c54befe705e92ae24b82fb210	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459068/ERR459068.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459068/120903_0219_D0PT7ACXX_2_SA-PE-068.sanfastq.gz	wt_sample198	great RNA experiment data
PRJEB5348	ERR459069	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1482834	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:403-192	80578119	8ef480236eb611a4d1a4de5ba0d538df	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459069/ERR459069.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459069/120903_0219_D0PT7ACXX_3_SA-PE-068.sanfastq.gz	wt_sample199	great RNA experiment data
PRJEB5348	ERR459070	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1345581	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:403-193	72851017	5204b91cfd2bd840e63d1fa0ad26442e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459070/ERR459070.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459070/120903_0219_D0PT7ACXX_4_SA-PE-068.sanfastq.gz	wt_sample200	great RNA experiment data
PRJEB5348	ERR459071	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1162803	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:403-194	63325262	3f6a2fd9614051e9fa1c4f21ff182ee8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459071/ERR459071.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459071/120903_0219_D0PT7ACXX_5_SA-PE-068.sanfastq.gz	wt_sample201	great RNA experiment data
PRJEB5348	ERR459072	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1162767	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:403-195	63368318	a8a18498e85c2bce24cd289fde1029ba	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459072/ERR459072.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459072/120903_0219_D0PT7ACXX_6_SA-PE-068.sanfastq.gz	wt_sample202	great RNA experiment data
PRJEB5348	ERR459073	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1508688	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:403-196	81711181	f6483cea5f967cd881c2df68b3c47ab2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459073/ERR459073.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459073/120903_0219_D0PT7ACXX_7_SA-PE-068.sanfastq.gz	wt_sample203	great RNA experiment data
PRJEB5348	ERR459074	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2120949	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:403-197	114517010	9e2abe1637336117a93e7139c5334fd9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459074/ERR459074.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459074/120903_0219_D0PT7ACXX_1_SA-PE-027.sanfastq.gz	wt_sample204	great RNA experiment data
PRJEB5348	ERR459075	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2111696	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:404-198	113842178	315e942529c0fa7fb0f1bf86a231bc09	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459075/ERR459075.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459075/120903_0219_D0PT7ACXX_2_SA-PE-027.sanfastq.gz	wt_sample205	great RNA experiment data
PRJEB5348	ERR459076	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2081115	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:404-199	112571031	b8e304a8ee5d747a57a42ebdd9ab3a2a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459076/ERR459076.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459076/120903_0219_D0PT7ACXX_3_SA-PE-027.sanfastq.gz	wt_sample206	great RNA experiment data
PRJEB5348	ERR459077	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1910204	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:404-200	102948083	e603f53aa5306dbc2f75a8117fdfc16f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459077/ERR459077.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459077/120903_0219_D0PT7ACXX_4_SA-PE-027.sanfastq.gz	wt_sample207	great RNA experiment data
PRJEB5348	ERR459078	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1650012	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:404-201	89419338	750aed7a9bd5a5f3d1ca0334ace8f471	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459078/ERR459078.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459078/120903_0219_D0PT7ACXX_5_SA-PE-027.sanfastq.gz	wt_sample208	great RNA experiment data
PRJEB5348	ERR459079	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1649203	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:404-202	89555552	9f44b3b82278ed608c44c9d8e1cf8d18	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459079/ERR459079.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459079/120903_0219_D0PT7ACXX_6_SA-PE-027.sanfastq.gz	wt_sample209	great RNA experiment data
PRJEB5348	ERR459080	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2127042	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:404-203	114747794	9a1ae77e30d3e194b32dc13057f288ac	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459080/ERR459080.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459080/120903_0219_D0PT7ACXX_7_SA-PE-027.sanfastq.gz	wt_sample210	great RNA experiment data
PRJEB5348	ERR459081	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1554516	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:404-204	84140885	ba34db7fe6108fb5be94fdc1edd67592	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459081/ERR459081.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459081/120903_0219_D0PT7ACXX_1_SA-PE-043.sanfastq.gz	wt_sample211	great RNA experiment data
PRJEB5348	ERR459082	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1541827	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:404-205	83335358	78bc430d89218c1fd8ba4b1b769fc07c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459082/ERR459082.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459082/120903_0219_D0PT7ACXX_2_SA-PE-043.sanfastq.gz	wt_sample212	great RNA experiment data
PRJEB5348	ERR459083	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1527092	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:404-206	82785636	f2bf615774d48899bb0cdcf15aca21f0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459083/ERR459083.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459083/120903_0219_D0PT7ACXX_3_SA-PE-043.sanfastq.gz	wt_sample213	great RNA experiment data
PRJEB5348	ERR459084	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1397879	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:404-207	75470228	e1556f11123768fe2afaa2fccef3f2fa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459084/ERR459084.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459084/120903_0219_D0PT7ACXX_4_SA-PE-043.sanfastq.gz	wt_sample214	great RNA experiment data
PRJEB5348	ERR459085	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1211124	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:404-208	65757138	e1cea067fc9dee3899a9417f432b7ed2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459085/ERR459085.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459085/120903_0219_D0PT7ACXX_5_SA-PE-043.sanfastq.gz	wt_sample215	great RNA experiment data
PRJEB5348	ERR459086	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1221520	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:404-209	66436448	1c8adda64b275defbd3ff40c392ed8af	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459086/ERR459086.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459086/120903_0219_D0PT7ACXX_6_SA-PE-043.sanfastq.gz	wt_sample216	great RNA experiment data
PRJEB5348	ERR459087	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1565392	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:404-210	84556376	ce976eb36327acbbc234b924b28f7962	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459087/ERR459087.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459087/120903_0219_D0PT7ACXX_7_SA-PE-043.sanfastq.gz	wt_sample217	great RNA experiment data
PRJEB5348	ERR459088	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1219243	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:404-211	65990818	617638bb88e968f0b1cea98349ee6fe3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459088/ERR459088.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459088/120903_0219_D0PT7ACXX_1_SA-PE-095.sanfastq.gz	wt_sample218	great RNA experiment data
PRJEB5348	ERR459089	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1209780	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:405-212	65370998	0da86e88153919396fb5ed85e183f20b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459089/ERR459089.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459089/120903_0219_D0PT7ACXX_2_SA-PE-095.sanfastq.gz	wt_sample219	great RNA experiment data
PRJEB5348	ERR459090	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1197549	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:405-213	64928318	0df235b1dd687c01e6839a9a4c944861	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459090/ERR459090.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459090/120903_0219_D0PT7ACXX_3_SA-PE-095.sanfastq.gz	wt_sample220	great RNA experiment data
PRJEB5348	ERR459091	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1093832	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:405-214	59073932	81814541edfdc13c4fa4621bc2a2a0e1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459091/ERR459091.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459091/120903_0219_D0PT7ACXX_4_SA-PE-095.sanfastq.gz	wt_sample221	great RNA experiment data
PRJEB5348	ERR459092	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	948170	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:405-215	51487136	1e7cbecedd530bdc7cd10cf5092fc636	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459092/ERR459092.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459092/120903_0219_D0PT7ACXX_5_SA-PE-095.sanfastq.gz	wt_sample222	great RNA experiment data
PRJEB5348	ERR459093	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	947309	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:405-216	51537233	bef91045b1d83af3b54da09326660b83	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459093/ERR459093.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459093/120903_0219_D0PT7ACXX_6_SA-PE-095.sanfastq.gz	wt_sample223	great RNA experiment data
PRJEB5348	ERR459094	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1220585	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:405-217	65949004	eb7b42c79c8b20b5e890ed345694de99	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459094/ERR459094.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459094/120903_0219_D0PT7ACXX_7_SA-PE-095.sanfastq.gz	wt_sample224	great RNA experiment data
PRJEB5348	ERR459095	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1762670	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:405-218	95441596	8fdb699d0a68e5a5bf497dc2f7214d3f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459095/ERR459095.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459095/120903_0219_D0PT7ACXX_1_SA-PE-088.sanfastq.gz	wt_sample225	great RNA experiment data
PRJEB5348	ERR459096	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1741117	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:405-219	94101417	1d77c7367165894d7281d03729c2ea32	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459096/ERR459096.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459096/120903_0219_D0PT7ACXX_2_SA-PE-088.sanfastq.gz	wt_sample226	great RNA experiment data
PRJEB5348	ERR459097	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1716842	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:405-220	93095615	c7178b98958532d7466d18e82eb189b8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459097/ERR459097.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459097/120903_0219_D0PT7ACXX_3_SA-PE-088.sanfastq.gz	wt_sample227	great RNA experiment data
PRJEB5348	ERR459098	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1581162	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:405-221	85420489	01539b5cc32d126763eb3bbb3608ca00	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459098/ERR459098.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459098/120903_0219_D0PT7ACXX_4_SA-PE-088.sanfastq.gz	wt_sample228	great RNA experiment data
PRJEB5348	ERR459099	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1362037	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:405-222	73964621	cc009b28576e19c270c1a3cf4b1ffb96	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459099/ERR459099.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459099/120903_0219_D0PT7ACXX_5_SA-PE-088.sanfastq.gz	wt_sample229	great RNA experiment data
PRJEB5348	ERR459100	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1369345	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:405-223	74503118	12417056034d325ca787bd43f9f907c0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459100/ERR459100.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459100/120903_0219_D0PT7ACXX_6_SA-PE-088.sanfastq.gz	wt_sample230	great RNA experiment data
PRJEB5348	ERR459101	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1757907	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:405-224	95026419	7b6ccaae1a3b0e6c2c0333b77a7af109	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459101/ERR459101.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459101/120903_0219_D0PT7ACXX_7_SA-PE-088.sanfastq.gz	wt_sample231	great RNA experiment data
PRJEB5348	ERR459102	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1702588	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:405-225	91936429	d707da251c78879f07352c3bbbeba5f3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459102/ERR459102.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459102/120903_0219_D0PT7ACXX_1_SA-PE-076.sanfastq.gz	wt_sample232	great RNA experiment data
PRJEB5348	ERR459103	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1704149	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:406-226	91870131	c0bc7a551c0df99e51b8f85f1e1881f1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459103/ERR459103.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459103/120903_0219_D0PT7ACXX_2_SA-PE-076.sanfastq.gz	wt_sample233	great RNA experiment data
PRJEB5348	ERR459104	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1691052	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:406-227	91463617	411d9e1e0b4448df521927e13994140b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459104/ERR459104.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459104/120903_0219_D0PT7ACXX_3_SA-PE-076.sanfastq.gz	wt_sample234	great RNA experiment data
PRJEB5348	ERR459105	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1546867	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:406-228	83342225	9e9d765fbe617d9c87b28fec99f0703a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459105/ERR459105.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459105/120903_0219_D0PT7ACXX_4_SA-PE-076.sanfastq.gz	wt_sample235	great RNA experiment data
PRJEB5348	ERR459106	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1338748	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:406-229	72540974	bd188979c1aa8ff559b77331c8e4860d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459106/ERR459106.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459106/120903_0219_D0PT7ACXX_5_SA-PE-076.sanfastq.gz	wt_sample236	great RNA experiment data
PRJEB5348	ERR459107	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1337128	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:406-230	72593110	4f74d50d651b227e69f9ecee28b88787	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459107/ERR459107.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459107/120903_0219_D0PT7ACXX_6_SA-PE-076.sanfastq.gz	wt_sample237	great RNA experiment data
PRJEB5348	ERR459108	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1720114	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:406-231	92754795	938f12e8014209847fd41f5ff19bc899	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459108/ERR459108.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459108/120903_0219_D0PT7ACXX_7_SA-PE-076.sanfastq.gz	wt_sample238	great RNA experiment data
PRJEB5348	ERR459109	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1271569	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:406-232	68787316	ab03dd8361dec54c41d720056401c798	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459109/ERR459109.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459109/120903_0219_D0PT7ACXX_1_SA-PE-032.sanfastq.gz	wt_sample239	great RNA experiment data
PRJEB5348	ERR459110	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1265929	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:406-233	68386349	a0eb28eb5ec27f425903a87ccad16875	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459110/ERR459110.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459110/120903_0219_D0PT7ACXX_2_SA-PE-032.sanfastq.gz	wt_sample240	great RNA experiment data
PRJEB5348	ERR459111	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1246372	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:406-234	67558863	353e204d414ab5d91a073b89b3ed4d14	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459111/ERR459111.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459111/120903_0219_D0PT7ACXX_3_SA-PE-032.sanfastq.gz	wt_sample241	great RNA experiment data
PRJEB5348	ERR459112	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1144894	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:406-235	61837294	730fe2c812e13ba048cd73b128226d58	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459112/ERR459112.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459112/120903_0219_D0PT7ACXX_4_SA-PE-032.sanfastq.gz	wt_sample242	great RNA experiment data
PRJEB5348	ERR459113	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	987670	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:406-236	53618095	34da157c8a6948a2b5be32da08daf854	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459113/ERR459113.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459113/120903_0219_D0PT7ACXX_5_SA-PE-032.sanfastq.gz	wt_sample243	great RNA experiment data
PRJEB5348	ERR459114	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	990825	ena-EXPERIMENT-DUNDEE-14-03-2014-14:02:41:406-237	53927548	9fb92572410921514e72e5bf32e317e2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459114/ERR459114.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR459/ERR459114/120903_0219_D0PT7ACXX_6_SA-PE-032.sanfastq.gz	wt_sample244	great RNA experiment data
