tracking_id,gene_short_name,tss_id,locus
XLOC_011231,CG18012;CG7357,TSS17523;TSS17524;TSS17525,3R:13633125-13637039
XLOC_011232,Rim,TSS17526,3R:13698469-13742300
XLOC_011233,htl,TSS17527;TSS17528,3R:13870935-13878706
XLOC_011234,CG7218,TSS17529,3R:13987487-14009201
XLOC_011235,CG7215;Prx5,TSS17530;TSS17531;TSS17532,3R:13987487-14009201
XLOC_011236,cdm,TSS17533,3R:13987487-14009201
XLOC_011237,CG7208,TSS17534;TSS17535,3R:14009377-14014384
XLOC_011238,CG12321,TSS17536,3R:14009377-14014384
XLOC_011239,CG14313,TSS17537,3R:14014786-14017689
XLOC_011240,Ssdp,TSS17538;TSS17539;TSS17540,3R:14018101-14040752
XLOC_011241,CG7183,TSS17541,3R:14043849-14047195
XLOC_011242,CG7175,TSS17542,3R:14047243-14049403
XLOC_011243,CG7168,TSS17543,3R:14049448-14051769
XLOC_011244,CG7156,TSS17544,3R:14061915-14067906
XLOC_011245,CG12320,TSS17545,3R:14068025-14078450
XLOC_011246,Ada2a;Rpb4,TSS17546,3R:14078564-14081191
XLOC_011247,CG7146,TSS17547,3R:14093509-14100168
XLOC_011248,CG7142,TSS17548,3R:14100386-14108206
XLOC_011249,CG14312,TSS17549,3R:14108699-14109255
XLOC_011250,CG7131;l(3)05822,TSS17550;TSS17551;TSS17552;TSS17553,3R:14109383-14124707
XLOC_011251,CG18600,TSS17554,3R:14125916-14127458
XLOC_011252,CG7126;PKD,TSS17555;TSS17556;TSS17557;TSS17558;TSS17559;TSS17560,3R:14127891-14140129
XLOC_011253,CG31235,TSS17561,3R:14142727-14154661
XLOC_011254,CG15803,TSS17562,3R:14159007-14186699
XLOC_011255,WRNexo,TSS17563,3R:14187715-14191898
XLOC_011256,gl,TSS17564,3R:14193648-14198460
XLOC_011257,CG14309;CG7675,TSS17565;TSS17566,3R:14203841-14210723
XLOC_011258,Vha100-4,TSS17567,3R:14211549-14215525
XLOC_011259,Vha100-2,TSS17568;TSS17569,3R:14216044-14230449
XLOC_011260,CG12333,TSS17570,3R:14216044-14230449
XLOC_011261,CG31122,TSS17571;TSS17572;TSS17573,3R:14230658-14238993
XLOC_011262,CG10864,TSS17574,3R:14230658-14238993
XLOC_011263,fru,TSS17575;TSS17576;TSS17577;TSS17578;TSS17579;TSS17580;TSS17581;TSS17582,3R:14239453-14371308
XLOC_011264,CG43210,TSS17583,3R:14390213-14390895
XLOC_011265,CG14304,TSS17584;TSS17585;TSS17586,3R:14416748-14489250
XLOC_011266,CG7695,TSS17587,3R:14416748-14489250
XLOC_011267,tRNA:CR31228,TSS17588,3R:14416748-14489250
XLOC_011268,CG14301,TSS17589,3R:14416748-14489250
XLOC_011269,CG31224,TSS17590;TSS17591,3R:14416748-14489250
XLOC_011270,Cpsf73,TSS17592,3R:14416748-14489250
XLOC_011271,CG7705,TSS17593,3R:14493576-14503278
XLOC_011272,Muc91C,TSS17594,3R:14513307-14518441
XLOC_011273,CG14300,TSS17595,3R:14519014-14519428
XLOC_011274,CG34283,TSS17596,3R:14531173-14558068
XLOC_011275,CG7714,TSS17597,3R:14531173-14558068
XLOC_011276,CG7715,TSS17598,3R:14531173-14558068
XLOC_011277,Mekk1,TSS17599;TSS17600;TSS17601,3R:14558422-14569316
XLOC_011278,CG7718,TSS17602,3R:14569784-14571763
XLOC_011279,CG14299,TSS17603,3R:14572091-14584604
XLOC_011280,CG7720,TSS17604;TSS17605;TSS17606;TSS17607;TSS17608,3R:14584883-14621093
XLOC_011281,CG18208,TSS17609,3R:14627083-14674946
XLOC_011282,CG31226,TSS17610,3R:14677026-14677520
XLOC_011283,CG14294,TSS17611,3R:14727384-14727986
XLOC_011284,CG34284,TSS17612,3R:14728059-14728655
XLOC_011285,CG14292,TSS17613,3R:14730654-14731377
XLOC_011286,CG14291,TSS17614;TSS17615,3R:14732268-14738899
XLOC_011287,CG14290,TSS17616,3R:14740545-14754396
XLOC_011288,CG12269;CG5451,TSS17617;TSS17618;TSS17619,3R:14803994-14808471
XLOC_011289,snRNP-U1-C,TSS17620,3R:14808685-14809370
XLOC_011290,CG6005,TSS17621,3R:14809746-14854558
XLOC_011291,gatA,TSS17622,3R:14809746-14854558
XLOC_011292,Prp18,TSS17623,3R:14854658-14856973
XLOC_011293,cdi;mRpL55,TSS17624;TSS17625;TSS17626,3R:14870529-14921790
XLOC_011294,Ppcs,TSS17627;TSS17628,3R:14964697-14973820
XLOC_011295,CG5835,TSS17629,3R:14974353-14979402
XLOC_011296,CG11779,TSS17630;TSS17631,3R:14979818-14988229
XLOC_011297,CG42358;CG42359,TSS17632;TSS17633,3R:14979818-14988229
XLOC_011298,CG5555,TSS17634;TSS17635,3R:15003806-15006260
XLOC_011299,vib,TSS17636,3R:15037914-15052408
XLOC_011300,CG11703,TSS17637,3R:15052624-15053902
XLOC_011301,CG5250,TSS17638,3R:15053938-15054998
XLOC_011302,unc79,TSS17639,3R:15055214-15071852
XLOC_011303,CG5217,TSS17640;TSS17641,3R:15072773-15074381
XLOC_011304,-,TSS17642,3R:15111531-15112040
XLOC_011305,-,TSS17643,3R:15116511-15117599
XLOC_011306,Dl,TSS17644,3R:15127284-15151979
XLOC_011307,mir-997,TSS17645,3R:15152675-15152890
XLOC_011308,Ino80,TSS17646,3R:15194716-15228870
XLOC_011309,CG3581,TSS17647,3R:15194716-15228870
XLOC_011310,CG31404,TSS17648,3R:15194716-15228870
XLOC_011311,CG31245,TSS17649,3R:15194716-15228870
XLOC_011312,CG31244,TSS17650,3R:15194716-15228870
XLOC_011313,CG3517,TSS17651,3R:15238415-15286033
XLOC_011314,CG6255,TSS17652,3R:15286809-15423119
XLOC_011315,CG15025,TSS17653,3R:15286809-15423119
XLOC_011316,Cpr92A,TSS17654,3R:15423223-15424671
XLOC_011317,CG6231,TSS17655;TSS17656;TSS17657;TSS17658;TSS17659;TSS17660;TSS17661,3R:15441561-15458440
XLOC_011318,CG16718,TSS17662;TSS17663,3R:15458941-15468466
XLOC_011319,Vha13,TSS17664,3R:15468979-15470126
XLOC_011320,CG6195,TSS17665,3R:15472651-15476308
XLOC_011321,CG6184,TSS17666;TSS17667;TSS17668,3R:15476595-15483588
XLOC_011322,tRNA:V3b:92Ba,TSS17669,3R:15496976-15525196
XLOC_011323,CG34286,TSS17670,3R:15541082-15541649
XLOC_011324,CR43488,TSS17671,3R:15556680-15601162
XLOC_011325,CG6300,TSS17672,3R:15556680-15601162
XLOC_011326,CG11659,TSS17673,3R:15601180-15603002
XLOC_011327,bnl,TSS17674,3R:15619794-15662559
XLOC_011328,Ire1,TSS17675;TSS17676,3R:15673018-15687013
XLOC_011329,CG4572,TSS17677,3R:15687338-15701139
XLOC_011330,CG4562,TSS17678;TSS17679,3R:15687338-15701139
XLOC_011331,CG17186,TSS17680;TSS17681,3R:15701691-15705213
XLOC_011332,ninaE,TSS17682,3R:15711967-15713928
XLOC_011333,CG4538;Surf6,TSS17683;TSS17684;TSS17685,3R:15716569-15730801
XLOC_011334,CG42508,TSS17686,3R:15740112-15741131
XLOC_011335,CG4465,TSS17687,3R:15741589-15743561
XLOC_011336,CR43282,TSS17688;TSS17689,3R:15746318-15747387
XLOC_011337,CG4462,TSS17690,3R:15747465-15751093
XLOC_011338,CG4459,TSS17691,3R:15752043-15754366
XLOC_011339,Hs6st,TSS17692,3R:15755435-15834244
XLOC_011340,mira,TSS17693,3R:15755435-15834244
XLOC_011341,CG17190,TSS17694;TSS17695,3R:15834361-15839226
XLOC_011342,CG4433,TSS17696;TSS17697,3R:15839593-15847335
XLOC_011343,CG4424,TSS17698,3R:15852208-15853748
XLOC_011344,trem,TSS17699,3R:15853777-15857025
XLOC_011345,CG10889,TSS17700;TSS17701,3R:15857541-15861905
XLOC_011346,CG17193;CG4390,TSS17702;TSS17703;TSS17704;TSS17705;TSS17706,3R:15862142-15887113
XLOC_011347,Rh3,TSS17707,3R:15906771-15908172
XLOC_011348,CG31206,TSS17708,3R:15932657-15933723
XLOC_011349,CR42836,TSS17709,3R:15964868-15965643
XLOC_011350,CG17199,TSS17710,3R:16030530-16071195
XLOC_011351,CG4367,TSS17711,3R:16129799-16130676
XLOC_011352,CG4362,TSS17712;TSS17713;TSS17714,3R:16131854-16153732
XLOC_011353,CG4360,TSS17715,3R:16131854-16153732
XLOC_011354,mun,TSS17716;TSS17717,3R:16204717-16310273
XLOC_011355,CG4335,TSS17718,3R:16204717-16310273
XLOC_011356,Dic2,TSS17719,3R:16325763-16327648
XLOC_011357,MtnB,TSS17720,3R:16328959-16329321
XLOC_011358,CG4288,TSS17721;TSS17722,3R:16333111-16338169
XLOC_011359,MtnE;Stat92E;att-ORFA;att-ORFB,TSS17723;TSS17724;TSS17725;TSS17726;TSS17727;TSS17728;TSS17729,3R:16359957-16385833
XLOC_011360,CG15922,TSS17730,3R:16359957-16385833
XLOC_011361,CG10877,TSS17731,3R:16386581-16399221
XLOC_011362,TFAM,TSS17732,3R:16401072-16403853
XLOC_011363,Elongin-B,TSS17733,3R:16403943-16405593
XLOC_011364,CG34008,TSS17734,3R:16405845-16407244
XLOC_011365,CG16953,TSS17735,3R:16407491-16411536
XLOC_011366,2-Sep,TSS17736,3R:16411850-16418393
XLOC_011367,CG4159,TSS17737,3R:16411850-16418393
XLOC_011368,tRNA:CR31506,TSS17738,3R:16418440-16442619
XLOC_011369,CG15923,TSS17739,3R:16418440-16442619
XLOC_011370,Pi3K92E,TSS17740,3R:16443565-16460430
XLOC_011371,GluRIIE;KaiRIA,TSS17741;TSS17742,3R:16461153-16478172
XLOC_011372,Nep4,TSS17743;TSS17744,3R:16478288-16485328
XLOC_011373,CG4000,TSS17745,3R:16501945-16503074
XLOC_011374,Oamb,TSS17746,3R:16514739-16540263
XLOC_011375,CG17267,TSS17747;TSS17748,3R:16560300-16564861
XLOC_011376,CG31199,TSS17749,3R:16565835-16641923
XLOC_011377,CG31200,TSS17750,3R:16565835-16641923
XLOC_011378,Pros28.1A,TSS17751,3R:16565835-16641923
XLOC_011379,CG31195,TSS17752,3R:16565835-16641923
XLOC_011380,Takl1,TSS17753,3R:16565835-16641923
XLOC_011381,Fancd2,TSS17754,3R:16565835-16641923
XLOC_011382,CG17270,TSS17755,3R:16642166-16644646
XLOC_011383,CG17271;CG17272,TSS17756;TSS17757;TSS17758,3R:16644848-16650202
XLOC_011384,CG17273,TSS17759,3R:16650388-16656337
XLOC_011385,Ir93a,TSS17760;TSS17761;TSS17762,3R:16676270-16685667
XLOC_011386,mir-1011,TSS17763,3R:16676270-16685667
XLOC_011387,CG3822,TSS17764,3R:16685903-16691951
XLOC_011388,CG10830,TSS17765,3R:16720173-16723042
XLOC_011389,TotX,TSS17766,3R:16727715-16733987
XLOC_011390,CG31191,TSS17767;TSS17768,3R:16734934-16771252
XLOC_011391,snoRNA:CG31191-a,TSS17769,3R:16734934-16771252
XLOC_011392,CG43446,TSS17770,3R:16803906-16841335
XLOC_011393,CG10827,TSS17771,3R:16803906-16841335
XLOC_011394,CG17278;Dhc93AB,TSS17772;TSS17773,3R:16843206-16868141
XLOC_011395,CG31189,TSS17774,3R:16869814-16871533
XLOC_011396,CG31207,TSS17775,3R:16871753-16872749
XLOC_011397,CG7079,TSS17776,3R:16873486-16874543
XLOC_011398,CG17279,TSS17777,3R:16875735-16876637
XLOC_011399,Mvl,TSS17778;TSS17779,3R:16877056-16886517
XLOC_011400,Cortactin,TSS17780,3R:16887398-16890290
XLOC_011401,r-l,TSS17781,3R:16890877-16899041
XLOC_011402,CG7056,TSS17782,3R:16902634-16906405
XLOC_011403,RhoGAP93B,TSS17783;TSS17784,3R:16908724-16923527
XLOC_011404,CG7044,TSS17785,3R:16923950-16927440
XLOC_011405,sec15,TSS17786,3R:16927797-16933694
XLOC_011406,CG17282,TSS17787,3R:16936882-16944578
XLOC_011407,slmb,TSS17788,3R:16944881-16955439
XLOC_011408,Obp93a,TSS17789,3R:16944881-16955439
XLOC_011409,CG7009,TSS17790,3R:16958455-16959599
XLOC_011410,CG10824,TSS17791,3R:16966460-17040278
XLOC_011411,Snmp1,TSS17792,3R:16966460-17040278
XLOC_011412,CG3353,TSS17793;TSS17794,3R:17042989-17044716
XLOC_011413,CG3337,TSS17795,3R:17044798-17049306
XLOC_011414,e,TSS17796,3R:17055560-17062900
XLOC_011415,Rab1,TSS17797,3R:17091750-17094831
XLOC_011416,AP-2sigma,TSS17798,3R:17094930-17095799
XLOC_011417,CG3308,TSS17799,3R:17095858-17099537
XLOC_011418,CG3301,TSS17800,3R:17099964-17101973
XLOC_011419,SIFR,TSS17801,3R:17102385-17119720
XLOC_011420,CG16791;mod(mdg4),TSS17802;TSS17803;TSS17804;TSS17805;TSS17806;TSS17807;TSS17808;TSS17809;TSS17810,3R:17143923-17203570
XLOC_011421,CG6475,TSS17811,3R:17223502-17225464
XLOC_011422,lbl,TSS17812,3R:17235698-17259855
XLOC_011423,lbe,TSS17813,3R:17267313-17272042
XLOC_011424,CR43372,TSS17814,3R:17356708-17358708
XLOC_011425,slou,TSS17815,3R:17374376-17383004
XLOC_011426,CG15498,TSS17816,3R:17393240-17394871
XLOC_011427,InR,TSS17817;TSS17818;TSS17819;TSS17820;TSS17821,3R:17395761-17445043
XLOC_011428,CG6353;E2f,TSS17822;TSS17823;TSS17824;TSS17825;TSS17826;TSS17827;TSS17828;TSS17829,3R:17445842-17489009
XLOC_011429,mir-998,TSS17830,3R:17445842-17489009
XLOC_011430,mir-11,TSS17831,3R:17445842-17489009
XLOC_011431,DNApol-alpha180,TSS17832,3R:17491299-17497472
XLOC_011432,CG31176,TSS17833,3R:17498017-17545380
XLOC_011433,-,TSS17834,3R:17548173-17549687
XLOC_011434,CR43096,TSS17835,3R:17555223-17555617
XLOC_011435,Sfp93F,TSS17836,3R:17561630-17562018
XLOC_011436,CG42869,TSS17837,3R:17562234-17562571
XLOC_011437,CG42870,TSS17838,3R:17562654-17563086
XLOC_011438,CG34034,TSS17839,3R:17564066-17564832
XLOC_011439,GABA-B-R2;RpI12;tsl,TSS17840;TSS17841;TSS17842;TSS17843;TSS17844,3R:17596054-17608751
XLOC_011440,CASK,TSS17845;TSS17846;TSS17847,3R:17609130-17648426
XLOC_011441,mir-999,TSS17848,3R:17609130-17648426
XLOC_011442,mir-4969,TSS17849,3R:17609130-17648426
XLOC_011443,Gr93a,TSS17850;TSS17851,3R:17654512-17665547
XLOC_011444,Gr93b,TSS17852,3R:17668242-17669487
XLOC_011445,Gr93c,TSS17853,3R:17669735-17670987
XLOC_011446,Gr93d,TSS17854,3R:17671175-17672381
XLOC_011447,glec,TSS17855,3R:17676626-17681984
XLOC_011448,CG6569,TSS17856;TSS17857,3R:17690921-17706418
XLOC_011449,CG31174;CG34148,TSS17858;TSS17859;TSS17860,3R:17690921-17706418
XLOC_011450,fit,TSS17861,3R:17706531-17710176
XLOC_011451,CG17819,TSS17862,3R:17710449-17711272
XLOC_011452,dnd,TSS17863,3R:17711397-17732904
XLOC_011453,CG6439,TSS17864,3R:17842112-17845104
XLOC_011454,CG6455,TSS17865,3R:17845226-17849203
XLOC_011455,CG6028,TSS17866,3R:17849265-17851226
XLOC_011456,Cchl,TSS17867,3R:17851696-17853198
XLOC_011457,CG13409,TSS17868,3R:17853336-17857632
XLOC_011458,CG6015,TSS17869;TSS17870,3R:17857857-17864114
XLOC_011459,CG5778,TSS17871;TSS17872,3R:17911092-17935903
XLOC_011460,Ir94b,TSS17873,3R:17941192-17942848
XLOC_011461,Ir94c,TSS17874,3R:17943361-17959089
XLOC_011462,CG34377,TSS17875,3R:18135202-18149816
XLOC_011463,CG5391,TSS17876,3R:18158809-18159872
XLOC_011464,CG5388,TSS17877,3R:18162754-18166029
XLOC_011465,CG5386,TSS17878,3R:18167011-18167936
XLOC_011466,PSR,TSS17879,3R:18186503-18188255
XLOC_011467,CG5380;CG5382,TSS17880;TSS17881;TSS17882,3R:18188618-18198473
XLOC_011468,CG5379,TSS17883,3R:18207040-18214194
XLOC_011469,CG13857,TSS17884,3R:18215501-18219826
XLOC_011470,tRNA:CR31162,TSS17885,3R:18222520-18222602
XLOC_011471,tRNA:CR31167,TSS17886,3R:18222901-18222983
XLOC_011472,CG13850,TSS17887,3R:18231700-18236637
XLOC_011473,Nop56,TSS17888,3R:18244816-18246790
XLOC_011474,CG13847;pinta,TSS17889;TSS17890;TSS17891,3R:18246876-18261490
XLOC_011475,CG12499,TSS17892;TSS17893,3R:18264823-18272384
XLOC_011476,CG34288,TSS17894,3R:18272484-18272985
XLOC_011477,Rpn7,TSS17895,3R:18273739-18287772
XLOC_011478,CG5377,TSS17896,3R:18292626-18293849
XLOC_011479,CG5376,TSS17897,3R:18312920-18314677
XLOC_011480,T-cp1,TSS17898,3R:18314806-18317153
XLOC_011481,CG5346,TSS17899,3R:18345803-18354383
XLOC_011482,CG33099,TSS17900,3R:18354641-18356277
XLOC_011483,CG33093;CG5326,TSS17901;TSS17902;TSS17903,3R:18356415-18366767
XLOC_011484,CG5315,TSS17904;TSS17905;TSS17906,3R:18369387-18373651
XLOC_011485,CG5278,TSS17907,3R:18384582-18388293
XLOC_011486,CG33107;Dph5,TSS17908;TSS17909,3R:18406496-18412347
XLOC_011487,btn,TSS17910,3R:18406496-18412347
XLOC_011488,CG31156,TSS17911,3R:18413367-18444022
XLOC_011489,loco,TSS17912;TSS17913;TSS17914;TSS17915;TSS17916;TSS17917,3R:18445680-18465250
XLOC_011490,Gclm,TSS17918,3R:18510296-18512333
XLOC_011491,wfs1,TSS17919,3R:18513263-18516100
XLOC_011492,Ccap,TSS17920,3R:18526303-18530061
XLOC_011493,CG13842,TSS17921,3R:18530072-18532912
XLOC_011494,CG4907,TSS17922,3R:18533509-18536486
XLOC_011495,Irp-1A;wge,TSS17923;TSS17924,3R:18536541-18550325
XLOC_011496,CG4813,TSS17925,3R:18550605-18552104
XLOC_011497,Takl2,TSS17926,3R:18552659-18559573
XLOC_011498,Dcr-1,TSS17927,3R:18559726-18566752
XLOC_011499,vret,TSS17928,3R:18566951-18571294
XLOC_011500,CG17141,TSS17929,3R:18571349-18573278
XLOC_011501,CG31139;rumi,TSS17930;TSS17931;TSS17932;TSS17933,3R:18573411-18619761
XLOC_011502,CG4725,TSS17934,3R:18573411-18619761
XLOC_011503,CG4723,TSS17935,3R:18573411-18619761
XLOC_011504,CG4721,TSS17936,3R:18573411-18619761
XLOC_011505,CG13841,TSS17937,3R:18573411-18619761
XLOC_011506,CG43091,TSS17938,3R:18573411-18619761
XLOC_011507,CG43092,TSS17939,3R:18573411-18619761
XLOC_011508,CG43093,TSS17940,3R:18573411-18619761
XLOC_011509,CG43094,TSS17941,3R:18573411-18619761
XLOC_011510,CG43095,TSS17942,3R:18573411-18619761
XLOC_011511,CR43654,TSS17943;TSS17944,3R:18573411-18619761
XLOC_011512,CG13840,TSS17945,3R:18640204-18641951
XLOC_011513,CG4704,TSS17946,3R:18669913-18671034
XLOC_011514,CR43846,TSS17947,3R:18676809-18677526
XLOC_011515,CR43655,TSS17948,3R:18789759-18790352
XLOC_011516,Nha2,TSS17949;TSS17950,3R:18807180-18824250
XLOC_011517,CG34375,TSS17951,3R:18825860-18836284
XLOC_011518,lmd,TSS17952,3R:18846943-18852435
XLOC_011519,CG13833,TSS17953,3R:18859005-18861285
XLOC_011520,CG17121,TSS17954;TSS17955,3R:18869711-18874381
XLOC_011521,p53,TSS17956;TSS17957;TSS17958,3R:18875378-18879804
XLOC_011522,CG17119;sav,TSS17959;TSS17960;TSS17961;TSS17962,3R:18880131-18887201
XLOC_011523,CG17111,TSS17963,3R:18887216-18892981
XLOC_011524,CG13830,TSS17964,3R:18896370-18938437
XLOC_011525,Rassf,TSS17965;TSS17966,3R:18939731-18943827
XLOC_011526,CG31365;CG31457;hh,TSS17967;TSS17968;TSS17969;TSS17970,3R:18944006-18968174
XLOC_011527,-,TSS17971,3R:18971598-18974993
XLOC_011528,unk,TSS17972,3R:18975210-18983611
XLOC_011529,VhaAC39-2,TSS17973,3R:18983738-18985038
XLOC_011530,CG13829,TSS17974,3R:18986198-18987060
XLOC_011531,cnc,TSS17975;TSS17976;TSS17977;TSS17978;TSS17979;TSS17980;TSS17981;TSS17982,3R:18999457-19052430
XLOC_011532,fzo,TSS17983,3R:18999457-19052430
XLOC_011533,CG4467,TSS17984;TSS17985,3R:19053438-19074623
XLOC_011534,CG4449,TSS17986;TSS17987,3R:19075164-19086324
XLOC_011535,wda,TSS17988;TSS17989,3R:19075164-19086324
XLOC_011536,orb,TSS17990;TSS17991;TSS17992,3R:19090363-19106571
XLOC_011537,CG17083;CG4434;pnt,TSS17993;TSS17994;TSS17995;TSS17996;TSS17997;TSS17998,3R:19111814-19172108
XLOC_011538,ATPsyn-Cf6,TSS17999;TSS18000,3R:19172377-19182211
XLOC_011539,CG4408,TSS18001,3R:19187610-19189760
XLOC_011540,CG4393,TSS18002,3R:19202932-19210499
XLOC_011541,CG31515,TSS18003,3R:19214094-19214620
XLOC_011542,CG17380,TSS18004,3R:19228332-19230861
XLOC_011543,CG4374,TSS18005;TSS18006;TSS18007;TSS18008;TSS18009;TSS18010;TSS18011,3R:19234216-19298242
XLOC_011544,CG43694,TSS18012,3R:19234216-19298242
XLOC_011545,CG34289,TSS18013;TSS18014,3R:19332629-19333203
XLOC_011546,Irk2,TSS18015;TSS18016,3R:19339689-19345167
XLOC_011547,CG10177,TSS18017,3R:19345867-19347305
XLOC_011548,CG10175,TSS18018;TSS18019,3R:19348422-19356704
XLOC_011549,CG10170,TSS18020,3R:19358666-19360489
XLOC_011550,CG16732,TSS18021,3R:19360621-19362432
XLOC_011551,CG10168,TSS18022,3R:19362760-19364443
XLOC_011552,CG10164,TSS18023,3R:19380044-19382495
XLOC_011553,CG10182,TSS18024,3R:19412928-19415537
XLOC_011554,CG33337,TSS18025,3R:19415862-19418491
XLOC_011555,CG16723,TSS18026,3R:19419346-19421995
XLOC_011556,CG10183,TSS18027,3R:19422282-19424756
XLOC_011557,tRNA:CR31143,TSS18028,3R:19427054-19427177
XLOC_011558,CG10184,TSS18029,3R:19428228-19431256
XLOC_011559,CG31145,TSS18030,3R:19431472-19495378
XLOC_011560,CG10254,TSS18031;TSS18032,3R:19514728-19520705
XLOC_011561,CG10252,TSS18033,3R:19520935-19522000
XLOC_011562,prt,TSS18034,3R:19522103-19524749
XLOC_011563,CG31468,TSS18035,3R:19525542-19526076
XLOC_011564,nau,TSS18036,3R:19537250-19544079
XLOC_011565,CG10232,TSS18037;TSS18038,3R:19544994-19547513
XLOC_011566,RNaseMRP:RNA,TSS18039,3R:19549085-19578552
XLOC_011567,Rpn9,TSS18040;TSS18041,3R:19549085-19578552
XLOC_011568,RanBP3,TSS18042,3R:19549085-19578552
XLOC_011569,Hrd3,TSS18043;TSS18044;TSS18045,3R:19578599-19586318
XLOC_011570,CG10219,TSS18046,3R:19578599-19586318
XLOC_011571,CG10217,TSS18047,3R:19586458-19588977
XLOC_011572,CG10214,TSS18048,3R:19589578-19593174
XLOC_011573,tst,TSS18049,3R:19593433-19598529
XLOC_011574,CG10208;Nup98-96,TSS18050;TSS18051;TSS18052,3R:19598701-19607388
XLOC_011575,CG33111;eIF4G2,TSS18053;TSS18054;TSS18055,3R:19607487-19644989
XLOC_011576,CG43285,TSS18056,3R:19646283-19684892
XLOC_011577,snRNA:U1:95Ca,TSS18057,3R:19685188-19685352
XLOC_011578,Pli,TSS18058;TSS18059,3R:19685857-19715797
XLOC_011579,TfIIA-S,TSS18060,3R:19716109-19716778
XLOC_011580,CG13597,TSS18061,3R:19717405-19719105
XLOC_011581,sba,TSS18062,3R:19719888-19748760
XLOC_011582,CG13601,TSS18063,3R:19749021-19753356
XLOC_011583,CG13602,TSS18064,3R:19753449-19754722
XLOC_011584,Pros26.4,TSS18065,3R:19754964-19757247
XLOC_011585,RpS19b,TSS18066,3R:19758450-19759252
XLOC_011586,Gdh,TSS18067;TSS18068,3R:19759636-19768824
XLOC_011587,CG12268,TSS18069,3R:19769349-19774141
XLOC_011588,Aats-glupro,TSS18070;TSS18071,3R:19777307-19784140
XLOC_011589,CG13603,TSS18072,3R:19788901-19812291
XLOC_011590,CG13604,TSS18073;TSS18074;TSS18075,3R:19814527-19857543
XLOC_011591,KrT95D,TSS18076;TSS18077;TSS18078;TSS18079,3R:19814527-19857543
XLOC_011592,Miro,TSS18080;TSS18081;TSS18082,3R:19857913-19868727
XLOC_011593,Rox8,TSS18083;TSS18084;TSS18085;TSS18086;TSS18087,3R:19868776-19874890
XLOC_011594,Atg6,TSS18088;TSS18089,3R:19874895-19879488
XLOC_011595,Hsp68,TSS18090,3R:19880139-19883029
XLOC_011596,4EHP;Syx1A,TSS18091;TSS18092;TSS18093,3R:19884023-19934993
XLOC_011597,CG13605,TSS18094,3R:19935088-19938130
XLOC_011598,CG13607,TSS18095;TSS18096,3R:19939316-19955976
XLOC_011599,CG5463,TSS18097,3R:19939316-19955976
XLOC_011600,Mpk2;Slimp;p38c,TSS18098;TSS18099;TSS18100;TSS18101;TSS18102,3R:19967116-19987217
XLOC_011601,Myo95E,TSS18103;TSS18104,3R:19967116-19987217
XLOC_011602,mRpS24,TSS18105;TSS18106,3R:19987410-19989539
XLOC_011603,CG5510,TSS18107,3R:19989689-19995283
XLOC_011604,CG5515;CG5524,TSS18108;TSS18109,3R:20012064-20019194
XLOC_011605,twin,TSS18110;TSS18111;TSS18112;TSS18113;TSS18114,3R:20019553-20052704
XLOC_011606,CG17786,TSS18115,3R:20019553-20052704
XLOC_011607,Spps,TSS18116,3R:20019553-20052704
XLOC_011608,Spase22-23,TSS18117;TSS18118;TSS18119;TSS18120,3R:20052744-20078401
XLOC_011609,CG5706,TSS18121,3R:20052744-20078401
XLOC_011610,jar,TSS18122;TSS18123;TSS18124,3R:20078530-20107299
XLOC_011611,CG34290,TSS18125,3R:20109023-20115540
XLOC_011612,CG5715,TSS18126,3R:20115868-20120121
XLOC_011613,Nab2,TSS18127,3R:20120771-20144142
XLOC_011614,CG5728,TSS18128,3R:20144298-20159036
XLOC_011615,CG5746,TSS18129;TSS18130,3R:20167274-20183645
XLOC_011616,Golgin84,TSS18131,3R:20167274-20183645
XLOC_011617,CG18528,TSS18132,3R:20183816-20185848
XLOC_011618,CG5762,TSS18133,3R:20186426-20187411
XLOC_011619,CG17784,TSS18134,3R:20187568-20190702
XLOC_011620,CG42811,TSS18135,3R:20192248-20192942
XLOC_011621,CG42812,TSS18136,3R:20193081-20193886
XLOC_011622,CG17782,TSS18137,3R:20196471-20198484
XLOC_011623,CG17780;CG17781,TSS18138;TSS18139,3R:20199175-20210770
XLOC_011624,CG5768,TSS18140,3R:20211824-20216089
XLOC_011625,nAcRalpha-96Aa,TSS18141,3R:20226947-20282651
XLOC_011626,nAcRbeta-96A,TSS18142,3R:20334936-20340823
XLOC_011627,CG13622,TSS18143;TSS18144,3R:20343955-20349512
XLOC_011628,CG13623,TSS18145,3R:20353797-20356280
XLOC_011629,CG5789,TSS18146;TSS18147;TSS18148,3R:20356399-20369629
XLOC_011630,CG13624,TSS18149;TSS18150;TSS18151,3R:20382936-20408586
XLOC_011631,CG13625,TSS18152,3R:20408788-20410882
XLOC_011632,Syx18,TSS18153,3R:20411362-20451302
XLOC_011633,Wsck,TSS18154,3R:20451359-20460887
XLOC_011634,CG43222,TSS18155,3R:20451359-20460887
XLOC_011635,CG5794,TSS18156,3R:20460951-20480543
XLOC_011636,CG31125,TSS18157,3R:20460951-20480543
XLOC_011637,Ppox,TSS18158,3R:20480841-20487573
XLOC_011638,CG13630,TSS18159;TSS18160,3R:20538290-20579232
XLOC_011639,Ast,TSS18161,3R:20586251-20590780
XLOC_011640,CG5805,TSS18162,3R:20610458-20613152
